cve_ent,cve_mun,cve_loc,cve_ageb,nomloc
14,80,101,56,San Felipe de Híjar
14,81,2,15,Las Ánimas
14,83,5,81,Cuxpala
14,83,10,77,Las Navajas
14,83,17,77,San Juan de los Arcos
14,83,219,001A,Ventura Flores Navarro
14,84,33,36,La Cañada
14,84,66,214,La Cuesta
14,84,77,110,Desmoronado (El Real)
14,85,38,33,Villa de Contla (Contla)
14,85,89,141,Las Vallas
14,85,153,141,San Vicente
14,85,156,71,Soyatlán de Afuera
14,85,477,156,Colonia la Divina Providencia
14,86,30,45,San Antonio (San Antonio de Padua)
14,87,8,165,Ahuijullo
14,88,5,105,Ayotitlán
14,88,25,20,Quila
14,90,8,52,Colotitlán
14,93,186,35,Mezcala
14,93,341,177,Los Sauces
14,93,794,228,Paleta Chica
14,94,140,009A,San Pedro Analco
14,94,765,225,IPROVIPE I (El Camichín) [Fraccionamiento]
14,97,45,2416,El Cortijo
14,99,74,24,Nuevo Zopoma (El Bolitar)
14,100,39,258,La Cumbre
14,100,53,84,Gargantillo (La Hacienda)
14,100,92,173,El Naranjo
14,100,100,101,Las Partidas
14,100,143,31,San Rafael de los Moreno
14,100,167,99,El Tule
14,101,25,1963,Las Presas (Lagunitas)
14,102,10,21,Coatlancillo
14,104,20,30,Cartagena
14,106,7,35,El Camichín
14,108,31,129,Montelongo
14,108,295,59,Miseria y Ánimas
14,109,71,008A,Pedrito [Estación]
14,110,34,23,La Piñuela
14,111,65,004A,Puerta de Macias
14,113,23,63,La Guadalupe
14,113,29,82,El Jazmín
14,116,6,31,Arroyo Seco de Arriba
14,116,18,007A,Custique
14,116,28,50,Los Mimbres
14,116,44,007A,San Juanico de Abajo
14,116,45,50,San Juanico de Arriba
14,116,109,50,Laguna de Mirasoles
14,117,65,24,Temacapulín (Temaca)
14,118,56,40,Huisquilco (Huiscuilco)
14,118,225,74,Agua Colorada
14,119,6,29,El Briseño (Los Briseño)
14,120,279,34,Lomas de Montechelo (El Pedregal)
14,120,356,123,Ejido Copalita
14,120,460,142,San José del Astillero [Parque Industrial]
14,120,568,002A,Milpillas Mesa de San Juan
14,122,39,24,Telcruz
14,123,3,21,Ahuatlán
14,123,34,17,Rancho Nuevo
14,124,168,33,San José de las Flores (Gallinas de Arriba)
14,124,360,71,Bugambilias [Fraccionamiento]
15,3,92,016A,Santa Ana Matlavat Primera Manzana
15,3,93,155,Santa Ana Matlavat Segunda Sección
15,3,94,155,Gunyo Centro
15,4,5,59,Buenos Aires
15,4,16,63,Sexta Manzana
15,5,100,304,Barrio de la Cabecera Tercera Sección
15,6,2,34,Colonia Loma Linda
15,7,18,50,San Sebastián el Grande
15,7,21,50,Polvillos (San Bartolo Quinta Sección)
15,9,7,74,Santa Isabel Chalma
15,10,27,41,Ejidos de Santa María
15,10,30,41,Colonia Ermita
15,14,92,197,Zona Industrial
15,16,15,115,San Pablo Xuchitl
15,16,20,100,Zacatepec
15,16,40,115,Barrio San Bartolo Alto
15,26,26,111,Tenjay
15,26,37,111,Xhote
15,26,38,126,La Soledad (El Mogote)
15,32,11,53,San Francisco Mihualtepec
15,32,14,53,Ranchería de San Martín Obispo
15,32,18,49,Santiago Huitlapaltepec
15,35,11,93,San Miguel de los Jagüeyes
15,36,11,90,Tianguistongo
15,39,17,711,Zoquiapan
15,40,10,006A,Plan de San Miguel
15,40,13,006A,El Salitre
15,42,69,149,Colonia Cuauhtémoc
15,45,2,140,San Juan Acazuchitlán (San Juanico)
15,45,10,244,Danxho
15,45,27,155,San Miguel de la Victoria
15,45,32,206,Xhixhata
15,47,7,145,Loma de Endotzi (Manzana Sexta)
15,47,10,107,Ejido Loma de Malacota (Loma de Malacota)
15,47,13,130,Ejido de Mañi
15,47,23,145,San Martín Morelos
15,48,5,176,Mavoro
15,48,33,227,San José Boqui
15,51,32,152,La Reforma Tlalmimilolpan
15,52,8,94,Chalma
15,52,14,107,Pachuquilla
15,52,21,111,San Andrés Nicolás Bravo
15,56,16,106,Barrio Primero (La Calavera)
15,56,21,106,La Cofradía
15,57,270,107A,La Rosa
15,60,84,486,Barrio de Guadalupe
15,60,96,490,Ampliación el Rosario
15,63,10,98,Chalmita
15,63,21,100,Santa Ana
15,63,24,83,Santa Martha
15,63,42,98,Los Manantiales (El Río Chiquito)
15,64,9,61,La Concepción (La Concepción Segunda)
15,64,20,76,Presa Brockman
15,64,27,57,Santiago Oxtempan
15,67,2,133,La Concepción de Hidalgo
15,71,6,66,Encinillas
15,74,22,180,Chichilpa
15,74,76,231,San Antonio Mextepec
15,74,126,195,Ejido del Tunal Nenaxi
15,74,232,180,Ampliación de San Antonio la Ciénega
15,75,7,116,San Antonio de las Palmas
15,75,8,120,San Pablo Ixquitlán
15,75,10,120,Santiago Tepetitlán
15,75,13,116,Santa María Tezompa
15,78,42,67,Frontón Vivero
15,79,2,005A,El Divisadero de Zapata
15,81,7,490,San Juan Pueblo Nuevo
15,82,141,322,Rincón del Guayabal
15,82,171,252,Tenería (Pueblo Nuevo)
15,82,176,248,Santo Domingo-Zacatepec
15,82,547,322,Colonia Benito Juárez (Lázaro Cárdenas del Río)
15,83,3,33,Santiago Zula
15,85,37,108,Santa Rosa Solís
15,85,53,108,Ahuacatitlán Cuarto y Quinto Cuartel
15,86,3,124,San Sebastián Carboneras (Carboneras)
15,87,40,155,Llano de la Y
15,88,5,010A,Cruz Vidriada
15,88,10,010A,Ejido de Tenería (El Llano)
15,90,79,108,La Hacienda
15,95,32,034A,La Concepción
15,95,43,123,Granjas Hogar y Petrohuertos Delegación
15,95,66,142,Tierras Blancas del Sur
15,97,51,81,Las Lágrimas
15,99,32,457,San Pablo Ixayoc
15,101,13,118,San Lorenzo Huehuetitlán
15,101,48,103,Colonia las Granjas
15,101,52,118,Colonia Campesina
15,102,31,79,Tercera Manzana de Barrio Morelos
15,103,2,112,San Antonio Tlaltecahuacán
15,106,107,1305,San Carlos Autopan
15,106,143,1288,Barrio Bordo Nuevo
15,106,145,1288,Xicaltepec
15,106,177,1339,La Planada (El Arenal)
15,110,15,174,Cuadrilla de Dolores
15,110,38,140,San Gaspar
15,110,48,016A,La Volanta
15,110,83,174,Atesquelites (Tres Quelites)
15,110,88,016A,El Durazno
15,111,13,78,El Jacal
15,111,38,78,Barrio de Santiago
15,113,2,91,Buenavista
15,114,9,188,Ejido el Hospital
15,114,12,021A,Laguna Seca Propiedad
15,114,24,021A,San Agustín Canohillas Segunda Sección
15,114,33,021A,Sansón
15,114,144,169,Barrio el Ocote
15,119,2,57,Guadalupe Ahuacatlán
15,123,177,98,El Reparo de Nanchititla (El Reparo)
15,124,48,61,Guadalupe Buenavista
15,124,93,57,El Salto la Venta
15,124,120,42,La Trinidad Concepción
16,1,7,47,La Campana
16,1,20,13,San Andrés Coapa
16,2,70,25,El Charapo (Palo Alto)
16,3,8,22,Emiliano Zapata
16,3,11,22,Lázaro Cárdenas (La Purísima)
16,3,26,18,Tzintzimeo
16,3,36,22,Chehuayo Chico (Chehuayito)
16,4,6,15,Santiago Conguripo
16,4,7,49,La Estancia del Río
16,4,27,002A,San José del Maluco
16,5,10,12,La Salud
16,6,2,001A,Santiago Acahuato
16,6,33,43,Chandio (Ejido la Concha)
16,6,55,77,Loma de los Hoyos
16,6,57,58,La Huerta (Hacienda de la Huerta)
16,6,108,58,Presa del Rosario
16,6,125,39,San Juan de los Plátanos
16,6,222,147,Los Laureles
16,8,43,33,La Cofradía de Ostula
16,8,110,118,Motín del Oro
16,8,141,122,Pomaro
16,8,146,14,Pueblo Nuevo
16,9,9,45,Araparícuaro
16,9,42,64,Las Escobillas
16,9,76,83,La Playa de Guadalupe
16,9,79,30,El Potrero de Pablo Cuin (Altito de Pablo Cuin)
16,9,82,83,Las Puentes
16,9,110,64,Urapa
16,9,114,30,Zatzio
16,9,136,64,Los Tumines (Poblado de los Ates)
16,9,139,30,La Barra (La Barra Grande)
16,10,102,101,Las Juntas
16,10,152,173,La Parota de Cuevas
16,12,6,17,La Angostura
16,13,55,48,Los Ejes
16,13,66,52,El Guayabo del Carmen
16,14,119,64,Ojo de Agua de San Telmo
16,16,27,162,Quencio
16,17,20,13,Mogotes
16,17,25,32,Salto de Tepuxtepec
16,17,44,28,El Milagro
16,20,9,19,Doctor Miguel Silva (San Guillermo)
16,20,10,19,Jeruco
16,20,12,61,La Palma
16,22,34,32,Pontezuelas
16,22,82,32,La Galera (La Resinera)
16,25,6,53,Huecato
16,26,21,50,Barranca Seca de Larios
16,26,138,65,Salitre de Copala
16,28,20,36,El Sabino
16,29,13,52,La Candelaria
16,29,60,14,Ojo de Agua de Poturo
16,29,89,122,San Martín de la Luz
16,30,6,15,Colesio
16,31,14,50,Molinos de Caballero
16,31,23,31,La Paz
16,31,43,46,Emiliano Zapata (Pueblo Nuevo)
16,31,57,31,Yereje Cabezas
16,31,75,27,Fracción Salitrillo [Ejido Nuevo Coroneo]
16,31,109,31,Temazcales (Bellotal Loma de en Medio)
16,32,7,39,San Miguel Nocutzepo
16,32,14,001A,Yotátiro
16,34,58,86,José María Morelos (Ziripeo)
16,34,121,48,La Venta de San Andrés
16,34,129,52,Estanco de San Matías
16,34,133,48,San Pedro Jácuaro (Las Joyas)
16,34,143,52,La Teja
16,34,202,71,El Retranque (La Presa de Pucuato)
16,34,373,14,Tierras Coloradas de San Pedro
16,34,527,52,Magallanes (Los Pinos)
16,35,8,153,Arronjadero (La Cuesta)
16,35,12,172,Bellas Fuentes (Nuevo Centro)
16,35,34,64,Cuimbo
16,35,61,64,Manga de Cuimbo
16,35,87,115,Potrerillos de Rentería (Cupuancillo)
16,35,88,153,Pueblo Viejo
16,35,89,005A,Puerta de la Playa
16,35,98,172,San Pedro Barajas
16,35,110,005A,Zapote de Jorullo
16,35,150,204,Los Ciriancitos (Lázaro Cárdenas)
16,35,152,115,La Gallina (Vista Hermosa)
16,35,199,191,Oropeo
16,35,225,005A,La Galera
16,35,314,30,La Puerta del Ciruelo
16,36,2,19,Capacho
16,37,9,54,Jesús María
16,38,10,225,Arua
16,38,14,193,Arroyo Seco
16,38,23,140,Buenavista Tres
16,38,66,121,Los Hornos (La Cacamicua)
16,38,84,32,El Ocuaro
16,38,89,70,La Parota
16,38,106,016A,La Quetzería (La Quesería)
16,38,116,009A,Sanchiqueo
16,38,128,13,Santa María
16,38,143,66,Las Trincheras
16,38,144,225,Turitzio
16,38,377,023A,Pinzanangapio
16,38,524,023A,La Cuchilla
16,41,23,23,San José de Magallanes
16,44,12,10,Huandacuca (Mariana)
16,44,16,63,Tumbio
16,44,17,44,El Zapote
16,45,3,287,Las Ánimas
16,46,56,002A,Las Mesitas
16,47,11,12,El Carrizal
16,47,29,46,Huanguitío
16,50,3,56,Apeo
16,50,6,008A,Campo Hermoso
16,50,56,94,Estancia de San Miguel (El Capulín)
16,50,59,008A,Santa Elena
16,50,100,111,San Ramón
16,50,213,008A,El Centenario
16,50,220,22,Lomas de Maruati [Fraccionamiento]
16,51,19,49,El Sabino
16,51,20,49,San Miguel
16,52,7,50,Los Amates
16,52,57,99,Los Coyotes
16,53,134,81,San Nicolás Obispo
16,53,171,24,Zajo Grande
16,53,486,128,Lago del Paraíso
16,54,3,21,La Cruz del Niño
16,54,9,21,Jururemba
16,56,4,11,Colonia Emiliano Zapata
16,57,31,38,Las Cocinas
16,57,198,61,Los Brasiles (Puerto los Brasiles)
16,59,8,28,La Ibérica (La Gotera)
16,59,29,28,Tepenahua
16,61,8,11,Manzana la Cofradía
16,61,15,26,Manzana el Mortero de San Cristóbal
16,61,20,26,Manzana del Centro de San Cristóbal
16,61,21,11,San Juan
16,61,25,11,El Soldado Anónimo
16,61,26,26,Manzana el Tejocote
16,61,33,11,Ojo de Agua
16,61,35,11,Los Tepetates
16,61,40,26,Manzana la Cantera
16,61,41,26,Manzana Rancho Escondido
16,61,42,26,Manzana el Paso de San Cristóbal
16,62,2,42,El Cometa
16,62,14,42,Tecomatán
16,62,20,42,Las Malvinas (El Salate)
16,63,25,35,La Piedad Chiquita
16,64,26,70,Piedra Parada
16,65,7,10,Pomacuarán (Pomocuarán)
16,66,34,41,San Pedro Pareo
16,66,35,56,Santa Juana
16,66,39,22,Las Trojes del Durazno
16,66,40,18,Tzentzénguaro
16,66,119,18,Llano de San José
16,66,133,18,Fraccionamiento Bosques de Pátzcuaro
16,67,21,15,La Luz
16,67,36,49,San Isidro
16,67,45,49,Ziquítaro
16,67,46,15,El Nuevo Vado Blanco (Tijuanita)
16,69,37,24,El Fuerte (San Juan del Fuerte)
16,69,40,001A,Tanque de Peña
16,69,45,43,El Zapote
16,70,4,10,Villa Mendoza
16,71,16,008A,La Excusa
16,71,17,126,El Fresno de Guadalupe
16,71,20,94,El Granjenal
16,71,24,18,Isaac Arriaga (Santa Ana Mancera)
16,71,51,94,San Miguel
16,71,52,18,San Nicolás
16,71,54,008A,Santa Clara
16,71,63,56,Nuevo Progreso (Casas Viejas)
16,73,7,65,Sanambo
16,75,19,74,San José de Gracia
16,76,7,14,Rincón de San Andrés
16,76,13,29,La Flor del Agua (El Molino)
16,78,4,19,Huacao
16,78,7,23,La Lobera
16,79,8,54,Caratzitumbio
16,79,9,20,El Carmen
16,79,20,54,Cuangatzio
16,79,27,54,Españita
16,79,34,20,Iramuco
16,79,48,54,Paramuén
16,79,50,69,Paso del Muerto
16,79,56,20,El Querendal
16,79,60,004A,Santa Ana
16,79,66,16,El Tarascón
16,79,71,16,Turián Bajo (Turián el Bajo)
16,79,72,69,Turirán
16,79,73,54,Tzintzamba (La Sizamba)
16,79,75,16,Zirahuén
16,80,3,17,El Calabozo Segunda Fracción
16,80,66,21,Tupátaro
16,80,84,21,Cuartel Tercero (Tupátaro)
16,81,26,14,La Loma (Los Hoyos)
16,81,48,14,El Tanque
16,82,13,79,Buenavista
16,82,42,98,San Jerónimo Arroyo de Apo (Huatzanguío)
16,82,100,005A,Santas Marías
16,82,151,83,El Gigante
16,82,205,45,Plan de Ornelas (Aguatibia)
16,82,207,11,La Guardia
16,83,4,80,Aguacate del Sur
16,83,17,61,Condémbaro
16,83,53,76,Santa Catarina
16,83,58,80,El Tizate
16,84,6,16,El Cerezo
16,84,18,20,Querénguaro
16,84,23,35,Los Hucuares
16,85,20,47,San Antonio Ocampo
16,85,24,28,Tengüecho
16,86,2,003A,El Calvario (El Barreno)
16,86,3,003A,Las Cieneguitas
16,86,4,25,Los Charcos
16,86,18,003A,Colonia Ejidal Agua Gruesa
16,88,14,53,El Cuitzillo Grande
16,88,19,34,Colonia Miguel Hidalgo
16,88,24,34,Mesón Nuevo
16,88,36,15,Santa María
16,89,10,50,Carapuato
16,89,12,46,La Ciénega
16,89,15,65,El Colomo
16,89,43,31,Pinolapa
16,89,51,31,Tepemezquites
16,93,21,49,El Real (El Real de Arriba)
16,93,40,15,Los Trejo (Santo Niño)
16,93,59,15,Zapateros
16,93,72,15,Rosa de Castilla
16,94,8,12,Gil
16,94,16,12,El Tecolote
16,97,65,48,Chiquito el Grande
16,98,42,26,Santa Ana
16,98,58,30,Cofradía de San José
16,99,9,95,Arroyo Seco
16,99,22,76,El Cascalote del Salitre (El Salitre)
16,99,43,108,Chiragangueo
16,99,61,76,Las Juntas del Tanque
16,99,62,76,Las Juntas
16,99,71,112,Mendoza y Cuirindales
16,99,80,42,El Olivo
16,99,82,95,Organista y Potrerillos
16,99,93,95,Los Pinzanes
16,100,27,11,Colonia Lázaro Cárdenas
16,101,137,61,Paso Ancho
16,102,67,69,Las Cocinas
16,102,81,1090,Jicalán (La Pinerita)
16,102,82,124,Jucutácato
16,102,213,124,El Puerto
16,104,24,003A,Nicolás Romero
16,104,33,10,El Salitre
16,106,10,002A,Munguía
16,107,12,101,David Franco Reyes
16,107,26,31,La Virgen
16,107,51,27,Pueblo Viejo (Jacarandas)
16,108,2,58,Aquiles Serdán (Santiaguillo)
16,108,13,001A,El Llano
16,108,200,787,Canindo
16,110,17,107,La Galera (San Joaquín Jaripeo)
16,110,18,56,Huajúmbaro (Huajúmbaro de Guadalupe)
16,110,20,008A,El Jaral (El Jaral Lagunillas)
16,110,45,107,Taimeo el Chico (La Yerbabuena)
16,110,56,37,San José del Rincón (El Rincón de Taimeo)
16,110,72,107,Los Trigos
16,110,103,56,Colonia Pino Cerdón
16,110,112,008A,Colonia Ejidal Eusebio Luna (Zócalo)
16,111,5,002A,El Fresno
16,111,11,15,Zirimícuaro
16,112,6,65,Camémbaro
16,112,15,12,San Francisco Curungueo
16,112,20,99,Colonia Emiliano Zapata (San Juan Zitácuaro)
16,112,21,65,La Encarnación
16,112,27,99,Kilómetro Once
16,112,31,99,Macho de Agua (Quinta Manzana de Crescencio Morales)
16,112,40,007A,La Palma
16,112,52,12,San Felipe los Alzati (Colonia Nueva)
16,112,54,99,Silva de Abajo
16,112,56,46,La Soledad (Cuarta Manzana de Francisco Serrato)
16,112,80,65,Linda Vista (El Bosque)
16,112,81,007A,La Y Griega
16,112,118,007A,La Colonia de Aputzio
16,112,154,99,La Mojonera
16,112,207,99,Zitácuaro [Parque Industrial]
16,112,213,99,Tercera Manzana de Manzanillos (El Rancho)
16,113,17,58,Tafolla (José María Tafolla)
17,2,25,34,Colonia San Francisco
17,2,39,34,Rancho Temecatitla
17,4,17,147,Palo Blanco
17,4,28,170,El Vergel
17,4,132,147,Agua Salada
17,7,74,1185,Colonia Rodolfo López de Nava (Los Naranjos)
17,7,107,1185,Cerritos de García
17,7,118,1185,Colonia Rancho Alegre (Kilómetro 7.5)
17,7,123,1185,Colonia Milpillas
17,7,139,1185,Colonia Unidad Deportiva
17,7,146,1185,Lomas Verdes de Ahuatepec
17,15,6,70,Palpan de Baranda
17,15,10,009A,El Rodeo
17,17,10,164,El Zapote
17,17,65,130,Colonia Valle Bonito (Los Arcos Caídos)
17,18,25,335,Santa Cruz Milpillas
17,18,31,335,Colonia Santa Úrsula
17,20,2,85,Colonia Ángel Bocanegra (Adolfo López Mateos)
17,20,111,85,Camino Antiguo a Tepoztlán
17,20,113,85,Lomas del Pedregal
17,21,14,003A,Colonia Sonora
17,21,24,003A,Colonia el Charco
17,23,3,53,El Vigía (San Nicolás del Monte)
17,24,4,135,Barranca Honda
17,24,133,039A,Colonia Niños Héroes
17,24,134,039A,Fraccionamiento Bonanza (Condominios Pontevedra)
17,25,4,128,Coaxitlán
17,26,3,36,Cuauhtempan (San Andrés Cuauhtempan)
17,26,4,36,Los Laureles (San José de los Laureles)
17,26,7,36,El Ahuehuete
17,26,8,36,Las Vivianas
17,26,10,36,Jardines de Tlayacapan
17,26,19,36,Valle de Oaxtepec
17,26,22,36,Unidad Habitacional Lázaro Cárdenas
17,26,34,36,Colonia Joyas del Astillero
17,26,48,36,Colonia el Partidor
17,26,59,36,Colonia el Partidor (El Capulín)
17,29,7,771,Ignacio Bastida (Santa Catarina Tlayca)
17,29,108,024A,Tabachines
17,29,117,220,El Fortín
17,29,158,860,Emiliano Zapata (Casahuates)
17,30,21,62,Adolfo López Mateos
17,30,98,77,Cerro del Temecate
17,33,4,30,Popotlán (Barrio Santo Tomás)
18,1,16,27,El Tejón (El Cantón)
18,1,89,116,San Dieguito de Abajo
18,1,102,31,El Tigre
18,2,9,58,Las Cebollas
18,2,16,001A,La Gloria
18,2,34,001A,Santa Isabel
18,2,38,001A,Tetitlán
18,2,39,001A,Uzeta
18,4,89,86,Juan Escutia (Borbollón)
18,4,93,141,Lima de Abajo
18,4,111,141,El Molote
18,4,132,141,Las Piedras
18,4,315,141,Buenavista
18,4,564,86,El Refilión
18,6,40,131,San José de Gracia (El Pueblito)
18,8,4,28,Aquiles Serdán
18,8,21,28,Testerazo
18,8,129,47,Crucero de Camichín
18,8,161,47,Valles del Nayar
18,9,1195,646,Ciénega del Mango
18,10,36,365,El Tamarindo
18,11,10,23,Heroico Batallón de San Blas (La Noria)
18,11,15,23,Juan Escutia
18,12,6,16,Boca del Asadero
18,12,13,20,La Culebra
18,13,11,13,Puerta del Río
18,13,15,13,Tepetiltic
18,14,6,010A,Colonia el Ahualamo
18,15,22,234,El Corte (El Tuchi)
18,15,28,234,Gavilán Chico
18,15,54,234,El Puente
18,15,406,126,Reynosa
18,16,4,157,Antonio R. Laureles
18,16,6,161,El Arrayán
18,16,43,49,Río Viejo
18,16,50,161,Tierra Generosa
18,16,79,157,El Macho (Pozo de Higueras II)
18,17,106,830,Bellavista
18,17,121,830,La Fortuna
18,17,126,173,El Izote
18,17,283,417,La Corregidora
18,17,437,826,Roseta (La Tristeza)
18,19,155,318,El Pinal
18,20,46,22,Lo de Marcos
19,1,46,17,Colinas del Fraile
19,4,14,19,Lazarillos de Abajo
19,4,50,38,Atongo de Abajo (Atongo Allende)
19,7,19,468,La Escondida
19,7,76,171,La Trinidad
19,9,2,87,Las Abras de Abajo
19,9,14,104,El Barranquito
19,9,15,119,El Barranquito
19,9,31,119,Los Cerritos
19,9,85,91,Palmitos (Hacienda Palmitos)
19,9,124,68,San Juan (El Calvario)
19,9,125,49,San Juan de los Garza (San Juanito)
19,9,127,91,San Lorenzo
19,9,129,91,San Miguelito
19,9,132,87,San Rafael
19,9,144,49,El Saucito (El Sauz)
19,9,145,87,La Senda
19,9,157,104,Hacienda las Trancas
19,9,186,91,La Condesa
19,9,234,49,Hacienda del Cielo
19,9,586,49,San Rafael
19,9,619,104,El Barranquito (Campestre)
19,9,665,49,Misión Antigua
19,9,673,91,Los Naranjos
19,9,674,87,Las Palmas
19,10,113,16,Emiliano Zapata
19,12,226,10,Campestre la Fortuna
19,14,17,890,Boquillas
19,14,37,890,La Chiripa
19,14,59,852,La Lajita
19,14,88,706,Presa de Guadalupe
19,14,104,903,Rancho Largo
19,14,129,890,San Gregorio
19,14,153,903,San Vicente de la Puerta
19,15,27,31,Francisco I. Madero
19,17,26,125,La Concha
19,17,54,1123,Margaritas
19,17,80,801,La Paz
19,17,104,102A,La Primavera (El Charco)
19,17,114,1053,Refugio de los Ibarra
19,17,115,006A,El Refugio (Refugio de los Ranchos)
19,17,132,799,San Joaquín
19,17,142,1015,San José de Raíces
19,17,163,052A,Santa Fe
19,17,236,125,Lote Uno Fracción Navidad (Benito Juárez)
19,17,474,784,Las Esperanzas
19,18,21,018A,La Gloria
19,18,43,175,Los Elotes (Villa de García)
19,18,81,90,San Isidro
19,22,8,55,Ampliación de la Laguna
19,22,25,341,Las Brisas
19,22,114,106,La Laguna
19,24,43,45,San Francisco
19,25,214,23,Parque Tecnológico Monterrey [Parque Industrial]
19,25,295,23,Portal de Zuazua
19,29,44,22,La Laja
19,30,14,23,La Colorada
19,33,8,928,Los Álamos
19,33,10,928,Los Álamos
19,33,56,218,El Caracol
19,33,152,913,El Fresno
19,33,187,788,Río Verde (Lampazos)
19,33,216,78,Hacienda de Moras
19,33,277,792,El Popote (El Poblado)
19,33,306,311,La Reforma
19,33,430,881,La Parrita (Los Terreros)
19,33,437,218,El Troncón
19,33,1108,862,Las Carolinas
19,35,50,91,Bicentenario
19,36,4,239,Cerros Blancos
19,36,8,188,Jesús María del Terrero (El Lindero)
19,36,15,224,La Presita de Cerros Blancos (La Presita)
19,37,26,541,Espinazo (Espinazo Nuevo León)
19,38,16,163,El Alto
19,38,41,40,Congregación Calles
19,38,70,17,Valle Hidalgo (El Cueral)
19,38,239,21,Rancho Escondido
19,38,310,144,El Toro
19,38,377,21,El Nogalito (El Barranco)
19,38,671,55,El Consuelo (Echavarría)
19,38,871,55,Mil Encinos
19,38,892,93,Country Hill
19,38,893,106,Privanzas
19,38,914,93,Country Hill
19,40,8,195,Cinco de Mayo
19,40,10,250,Charco Blanco
19,41,40,46,La Providencia
19,41,461,27,American Industries Apodaca [Parque Industrial]
19,42,28,236,Los Ébanos
19,42,61,77,La Posada
19,42,74,24,San Benito
19,42,294,77,El Ayancual [Deportivo]
19,43,170,74,Emiliano Zapata
19,44,12,86,Carboneras
19,44,424,86,Graciano Bortoni
19,44,452,758,Sabinas Hidalgo [Parque Industrial]
19,50,12,168,Los Colorados de Abajo
19,50,22,384,Fresnillo
19,50,34,350,Palo Alto (Palo Alto y Ayaleño)
19,51,2,95,El Álamo [Estación]
20,2,5,55,Aserradero Segundo
20,2,20,55,La Junta
20,2,58,125,Colonia Josefa Ortiz de Domínguez
20,2,117,89,Buenos Aires
20,2,210,006A,Los Huertos [Fraccionamiento]
20,5,57,127,Tecnológico [Barrio]
20,6,14,69,Santiago Mitlatongo
20,9,12,22,Plan Juan Martínez
20,9,13,22,San José Mano Marqués
20,10,6,23,Lachigoló
20,10,10,42,Nizaconejo
20,10,12,57,Rincón Vaquero
20,10,13,23,Río Grande
20,10,18,42,La Haciendita
20,10,42,23,El Sardinero
20,10,48,23,Llano Redondo
20,10,58,42,Llano de la Soledad
20,10,67,42,San Isidro
20,11,2,16,San Antonio o las Mesas
20,12,26,13,El Alacrán
20,15,4,34,Las Salinas
20,15,5,002A,Tepehuaje
20,16,7,12,La Trinidad
20,16,18,12,Lázaro Cárdenas
20,21,3,31,Colonia Agrícola Miguel Hidalgo
20,21,5,27,Morelos
20,21,8,27,Rancho Tablas Reyes
20,21,31,27,Rancho Tablas de Reyes Carrizal (San Miguel)
20,23,10,17,Manzano
20,23,34,17,Lomas de San Juan
20,23,38,17,Paraje Zavaleta
20,23,41,17,Los Huertos [Colonia]
20,26,9,38,Iturbide
20,27,3,16,La Concepción
20,28,2,51,El Arrogante Justo Benítez
20,28,8,32,La Noria de Ortiz
20,28,11,47,Los Ocotes
20,28,17,32,San Matías Chilazoa
20,28,18,32,Santa Cruz Nexila
20,28,20,51,El Saúz
20,28,42,66,La Escalera
20,31,7,19,Tierra Blanca
20,31,8,19,Tierra Caliente
20,33,3,13,La Capellanía
20,33,4,13,La Resurrección [Paraje]
20,36,17,34,El Porvenir
20,37,20,27,La Soledad
20,39,2,55,Acatlima
20,39,7,55,El Castillo
20,39,9,55,Dolores
20,39,12,89,La Junta
20,39,16,55,Rancho Ramírez
20,39,19,74,San Miguel Papalutla
20,39,34,006A,Las Campanas
20,39,38,006A,FIDEPAL (Colonia Lázaro Cárdenas del Río)
20,39,51,006A,El Tatoto (Palo de Flor)
20,39,55,89,San Sebastián Progreso
20,39,59,006A,Colonia Buena Vista
20,39,63,55,Reforma Agraria
20,39,64,74,San Francisco Yosocuta
20,39,65,74,Saucitlán de Morelos
20,41,124,34,Santa Catarina Buenavista
20,42,2,12,La Josefina
20,43,25,202,Playa San Vicente
20,43,152,202,Colonia San Isidro
20,43,153,185,Colonia San Vicente
20,43,208,185,10 de Abril [Colonia]
20,43,222,185,Las Palmas [Fraccionamiento]
20,44,9,110,Desparramadero
20,44,22,93,Santa Sofía Monte Rosa
20,44,68,93,Santa Sofía Río Playa
20,45,3,14,San Isidro Catano
20,45,8,14,Ex-Hacienda Catano [Fraccionamiento]
20,52,4,23,Las Majadas
20,52,9,38,Colonia Marilú
20,52,33,57,Lázaro Cárdenas
20,57,9,161,Colonia Gabriel Ramos Millán
20,57,19,138,El Paguital
20,57,26,123,Donají
20,57,210,227,Barrio Nuevo
20,58,3,27,Agua Duende
20,59,5,77,Cerro Gordo
20,59,11,58,San Felipe Yegachín
20,59,12,39,San Guillermo
20,59,21,62,El Tecolote
20,59,41,43,El Zompantle
20,59,46,43,La Estancia
20,59,100,62,La Labor del Rosario
20,59,108,62,Parada San Antonio
20,59,115,81,Sitio de Lachidoblas
20,59,121,62,La Gloria
20,59,123,77,Las Hamacas
20,59,127,62,San Felipe [Colonia]
20,59,130,62,La Raya
20,61,2,18,Santa María Velató
20,61,7,18,Los Pocitos Monjas
20,63,2,27,Lomas de Nazareno
20,68,3,38,La Chilaíta
20,68,4,38,San Cristóbal Ixcatlán
20,68,15,38,San Pedro Guegorexe
20,72,2,11,Lachilana
20,72,5,11,El Porvenir
